rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend
94,GJ 1132,b,Transit,1,1.62893,0,,,0,0,,,0.0051,0,Mass,0.103,0,6,0,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0,13.49,0.03,0,0,V (Johnson),3270,0,0,0.18,0,0,0.21,0,0
95,GJ 1214,b,Transit,1,1.58040456,0,0.01411,0,,,88.17,0,0.0197,0,Mass,0.254,0,1.49,0,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,,,15.1,0.6,0,0,V (Johnson),3170,0,0,0.16,0,0,0.18,0,0
96,GJ 15 A,b,Radial Velocity,1,11.4433,0,0.0717,0,0,0,,,0.017,0,Msini,,,,,0,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.57,0,8.08,,0,0,V (Johnson),3567,0,0,0.38,0,0,0.39,0,0
97,GJ 163,b,Radial Velocity,3,8.631,0,0.061,0,0.11,0,,,0.035,0,Msini,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0,11.81,0.014,0,0,V (Johnson),3500,0,0,0.4,0,0,,,
98,GJ 163,c,Radial Velocity,3,25.6,0,0.13,0,0.08,0,,,0.024,0,Msini,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0,11.81,0.014,0,0,V (Johnson),3500,0,0,0.4,0,0,,,
99,GJ 163,d,Radial Velocity,3,603,0,1,0,0.41,0,,,0.079,0,Msini,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0,11.81,0.014,0,0,V (Johnson),3500,0,0,0.4,0,0,,,
100,GJ 179,b,Radial Velocity,1,2288,0,2.41,0,0.21,0,,,0.82,0,Msini,,,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.12,0,12,0.025,0,0,V (Johnson),3370,0,0,0.36,0,0,0.38,0,0
101,GJ 3021,b,Radial Velocity,1,133.71,0,0.49,0,0.511,0,,,3.37,0,Msini,,,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.62,0,6.59,0,0,0,V (Johnson),5540,0,0,0.9,0,0,0.9,0,0
102,GJ 317,b,Radial Velocity,1,692,0,1.15,0,0.11,0,45,0,2.5,0,Mass,,,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,0,11.97,0.014,0,0,V (Johnson),3510,0,0,0.42,0,0,,,
103,GJ 328,b,Radial Velocity,1,4100,0,4.5,0,0.37,0,,,2.3,0,Msini,,,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.03,0,9.97,0.009,0,0,V (Johnson),3900,0,0,0.69,0,0,,,
104,GJ 3293,b,Radial Velocity,2,30.6,0,0.1434,0,0.07,0,,,0.081,0,Msini,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,,,11.962,,0,0,V (Johnson),3466,0,0,0.42,0,0,0.4,0,0
105,GJ 3293,c,Radial Velocity,2,123.75,0,0.364,0,0.33,0,,,0.081,0,Msini,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,,,11.962,,0,0,V (Johnson),3466,0,0,0.42,0,0,0.4,0,0
106,GJ 3341,b,Radial Velocity,1,14.207,0,0.089,0,0.31,0,,,0.0208,0,Msini,,,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,,,12.08,,0,0,V (Johnson),3526,0,0,0.47,0,0,0.44,0,0
107,GJ 3470,b,Radial Velocity,1,3.3366487,0,0.031,0,0.017,0,88.88,0,0.043,0,Mass,0.346,0,1.18,0,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,25.2,0,12.33,0.012,0,0,V (Johnson),3652,0,0,0.51,0,0,0.48,0,0
108,GJ 3634,b,Radial Velocity,1,2.64561,0,0.0287,0,0.08,0,59,0,0.026,0,Mass,,,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,0,11.93,0.01,0,0,V (Johnson),,,,0.45,0,0,0.43,0,0
109,GJ 433,b,Radial Velocity,1,7.3709,0,0.058,0,0.08,0,,,0.018,0,Msini,,,,,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,9.04,0,9.806,0.015,0,0,V (Johnson),3600,0,0,0.48,0,0,,,
110,GJ 436,b,Radial Velocity,1,2.64388312,0,0.0291,0,0.13827,0,86.44,0,0.07,0,Mass,0.372,0,1.8,0,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,10.23,0,10.67,0.01,0,0,V (Johnson),,,0,0.47,0,0,0.46,0,0
111,GJ 504,b,Imaging,1,,,43.5,0,,,,,4,0,Mass,,,,,0,0,0,0,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.95,0,5.22,,0,0,V (Johnson),6234,0,0,1.22,0,0,,,
112,GJ 581,b,Radial Velocity,3,5.3686,0,0.04061,0,0,0,,,0.0497,0,Msini,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0,10.56,0.011,0,0,V (Johnson),,,,0.31,0,0,0.29,0,0
113,GJ 581,c,Radial Velocity,3,12.914,0,0.0721,0,0,0,,,0.0173,0,Msini,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0,10.56,0.011,0,0,V (Johnson),,,,0.31,0,0,0.29,0,0
114,GJ 581,e,Radial Velocity,3,3.149,0,0.02815,0,0,0,,,0.0053,0,Msini,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0,10.56,0.011,0,0,V (Johnson),,,,0.31,0,0,0.29,0,0
115,GJ 649,b,Radial Velocity,1,598.3,0,1.135,0,0.3,0,,,0.328,0,Msini,,,,,0,0,0,0,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,10.32,0,9.69,0.02,0,0,V (Johnson),3700,0,0,0.54,0,0,,,
116,GJ 667 C,b,Radial Velocity,5,7.2004,0,0.0505,0,0.13,0,,,0.018,0,Msini,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0,10.22,0.1,0,0,V (Johnson),3350,0,0,0.33,0,0,,,0
117,GJ 667 C,c,Radial Velocity,5,28.14,0,0.125,0,0.02,0,,,0.012,0,Msini,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0,10.22,0.1,0,0,V (Johnson),3350,0,0,0.33,0,0,,,0
118,GJ 667 C,e,Radial Velocity,5,62.24,0,0.213,0,0.02,0,,,0.008,0,Msini,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0,10.22,0.1,0,0,V (Johnson),3350,0,0,0.33,0,0,,,0
119,GJ 667 C,f,Radial Velocity,5,39.026,0,0.156,0,0.03,0,,,0.008,0,Msini,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0,10.22,0.1,0,0,V (Johnson),3350,0,0,0.33,0,0,,,0
120,GJ 667 C,g,Radial Velocity,5,256.2,0,0.549,0,0.08,0,,,0.014,0,Msini,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0,10.22,0.1,0,0,V (Johnson),3350,0,0,0.33,0,0,,,0
121,GJ 674,b,Radial Velocity,1,4.6938,0,0.039,0,0.2,0,,,0.035,0,Msini,,,,,0,0,0,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,0,9.37,,0,0,V (Johnson),3600,0,0,0.35,0,0,,,
122,GJ 676 A,b,Radial Velocity,3,1050.3,0,1.8,0,0.328,0,,,4.95,0,Msini,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0,9.58,0.009,0,0,V (Johnson),,,0,0.71,0,0,,,0
123,GJ 676 A,d,Radial Velocity,3,3.6,0,0.0413,0,0.15,0,,,0.014,0,Msini,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0,9.58,0.009,0,0,V (Johnson),,,0,0.71,0,0,,,0
124,GJ 676 A,e,Radial Velocity,3,35.37,0,0.187,0,0.24,0,,,0.036,0,Msini,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0,9.58,0.009,0,0,V (Johnson),,,0,0.71,0,0,,,0
125,GJ 687,b,Radial Velocity,1,38.14,0,0.16353,0,0.04,0,,,0.058,0,Msini,,,,,0,0,0,0,17h36m25.90s,264.10791,+68d20m20.9s,68.339142,4.53,0,9.15,,0,0,V (Johnson),3413,0,0,0.41,0,0,0.42,0,0
126,GJ 832,b,Radial Velocity,2,3657,0,3.56,0,0.08,0,,,0.68,0,Msini,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0,8.66,,0,0,V (Johnson),3472,0,0,0.45,0,0,,,0
127,GJ 832,c,Radial Velocity,2,35.68,0,0.163,0,0.18,0,,,0.017,0,Msini,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0,8.66,,0,0,V (Johnson),3472,0,0,0.45,0,0,,,0
128,GJ 849,b,Radial Velocity,1,1845,0,2.32,0,0.05,0,,,0.91,0,Msini,,,,,0,0,0,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.77,0,10.37,0.011,0,0,V (Johnson),,,,0.49,0,0,,,
129,GJ 86,b,Radial Velocity,1,15.76491,0,0.113,0,0.0416,0,,,3.91,0,Msini,,,,,0,0,0,0,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.91,0,6.12,,0,0,V (Johnson),5151,0,0,0.77,0,0,,,
130,GJ 876,b,Radial Velocity,4,61.1166,0,0.208317,0,0.0324,0,59,0,2.2756,0,Mass,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0,10.191,0.015,0,0,V (Johnson),,,0,0.33,0,0,,,0
131,GJ 876,c,Radial Velocity,4,30.0881,0,0.12959,0,0.25591,0,59,0,0.7142,0,Mass,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0,10.191,0.015,0,0,V (Johnson),,,0,0.33,0,0,,,0
132,GJ 876,d,Radial Velocity,4,1.93778,0,0.020807,0,0.207,0,59,0,0.021,0,Mass,,,,,0,0,0,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0,10.191,0.015,0,0,V (Johnson),,,0,0.33,0,0,,,0
133,GJ 876,e,Radial Velocity,4,124.26,0,0.3343,0,0.055,0,59,0,0.046,0,Mass,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0,10.191,0.015,0,0,V (Johnson),,,0,0.33,0,0,,,0
134,GQ Lup,b,Imaging,1,,,100,0,,,,,20,0,Mass,3,0,,,0,0,0,1,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139,0,12.43,,0,0,V (Johnson),,,,0.7,0,0,,,
135,GSC 06214-00210,b,Imaging,1,,,320,0,,,,,16,0,Mass,,,,,0,0,0,1,16h21m54.67s,245.47778,-20d43m09.1s,-20.719202,145,0,12.375,0.031,0,0,V (Johnson),4200,0,0,0.9,0,0,,,0
136,GU Psc,b,Imaging,1,,,2000,0,,,,,11.3,0,Mass,1.265,0,,,0,0,0,0,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48,0,13.55,,0,0,V (Johnson),,,,0.33,0,0,,,
137,HAT-P-1,b,Transit,1,4.46529976,0,0.05561,0,,,85.634,0,0.525,0,Mass,1.319,0,0.282,0,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139,0,10.34,,0,0,V (Johnson),5980,0,0,1.15,0,0,1.17,0,0
138,HAT-P-11,b,Transit,1,4.8878162,0,0.053,0,0.198,0,88.5,0,0.081,0,Mass,0.422,0,1.33,0,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38,0,9.472,0.024,0,0,V (Johnson),4780,0,0,0.81,0,0,0.75,0,0
139,HAT-P-12,b,Transit,1,3.2130598,0,0.0384,0,0,0,89,0,0.211,0,Mass,0.959,0,0.3192,0,0,0,0,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.5,0,12.84,,0,0,V (Johnson),4650,0,0,0.73,0,0,0.7,0,0
140,HAT-P-13,b,Transit,2,2.91625,0,,,0.0133,0,83.4,0,0.851,0,Mass,1.272,0,,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,0,10.622,,0,0,V (Johnson),5653,0,0,1.22,0,0,1.56,0,0
141,HAT-P-13,c,Radial Velocity,2,446.27,0,,,0.6616,0,,,14.28,0,Msini,,,,,0,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,0,10.622,,0,0,V (Johnson),5653,0,0,1.22,0,0,1.56,0,0
142,HAT-P-14,b,Transit,1,4.627669,0,0.0606,0,0.107,0,83.5,0,2.232,0,Mass,1.15,0,1.82,0,0,0,0,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205,0,9.98,0.058,0,0,V (Johnson),6600,0,0,1.39,0,0,1.47,0,0
143,HAT-P-15,b,Transit,1,10.863502,0,0.0964,0,0.19,0,89.1,0,1.946,0,Mass,1.072,0,1.96,0,0,0,0,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190,0,12.16,,0,0,V (Johnson),5568,0,0,1.01,0,0,1.08,0,0
144,HAT-P-16,b,Transit,1,2.77596,0,0.0413,0,0.036,0,86.6,0,4.193,0,Mass,1.289,0,2.42,0,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235,0,10.812,,0,0,V (Johnson),6158,0,0,1.22,0,0,1.24,0,0
145,HAT-P-17,b,Transit,2,10.338523,0,0.0882,0,0.342,0,89.2,0,0.534,0,Mass,1.01,0,0.64,0,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,0,10.54,,0,0,V (Johnson),5246,0,0,0.86,0,0,0.84,0,0
146,HAT-P-17,c,Radial Velocity,2,5584,0,5.6,0,0.39,0,,,3.4,0,Msini,,,,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,0,10.54,,0,0,V (Johnson),5246,0,0,0.86,0,0,0.84,0,0
147,HAT-P-18,b,Transit,1,5.508023,0,0.0559,0,0.084,0,88.8,0,0.197,0,Mass,0.995,0,0.25,0,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166,0,12.759,,0,0,V (Johnson),4803,0,0,0.77,0,0,0.75,0,0
148,HAT-P-19,b,Transit,1,4.008778,0,0.0466,0,0.067,0,88.2,0,0.292,0,Mass,1.132,0,0.25,0,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215,0,12.901,,0,0,V (Johnson),4990,0,0,0.84,0,0,0.82,0,0
149,HAT-P-2,b,Transit,1,5.6334729,0,0.06878,0,0.5171,0,86.72,0,9.09,0,Mass,1.157,0,7.29,0,0,0,0,1,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,135.32,0,,,,,,6290,0,0,1.36,0,0,1.64,0,0
150,HAT-P-20,b,Transit,1,2.875317,0,0.0361,0,0.015,0,86.8,0,7.246,0,Mass,0.867,0,13.78,0,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,0,11.339,,0,0,V (Johnson),4595,0,0,0.76,0,0,0.69,0,0
151,HAT-P-21,b,Transit,1,4.124481,0,0.0494,0,0.228,0,87.2,0,4.063,0,Mass,1.024,0,4.68,0,0,0,0,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254,0,11.685,,0,0,V (Johnson),5588,0,0,0.95,0,0,1.1,0,0
152,HAT-P-22,b,Transit,1,3.21222,0,0.0414,0,0.016,0,86.9,0,2.147,0,Mass,1.08,0,2.11,0,0,0,0,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82,0,9.732,,0,0,V (Johnson),5302,0,0,0.92,0,0,1.04,0,0
153,HAT-P-23,b,Transit,1,1.21288287,0,0.02302,0,0,0,85.74,0,2.07,0,Mass,1.224,0,1.406,0,0,0,0,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393,0,,,,,,5885,0,0,1.1,0,0,1.09,0,0
154,HAT-P-24,b,Transit,1,3.35524,0,0.0465,0,0.067,0,88.6,0,0.685,0,Mass,1.242,0,0.44,0,0,0,0,0,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396,0,11.818,,0,0,V (Johnson),6373,0,0,1.19,0,0,1.32,0,0
155,HAT-P-25,b,Transit,1,3.652836,0,0.0466,0,0.032,0,87.6,0,0.567,0,Mass,1.19,0,0.42,0,0,0,0,0,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297,0,13.19,,0,0,V (Johnson),5500,0,0,1.01,0,0,0.96,0,0
156,HAT-P-26,b,Transit,1,4.234516,0,0.0479,0,0.124,0,88.6,0,0.059,0,Mass,0.565,0,0.4,0,0,0,0,0,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134,0,11.744,,0,0,V (Johnson),5079,0,0,0.82,0,0,0.79,0,0
157,HAT-P-27,b,Transit,1,3.039577,0,0.04,0,0,0,85,0,0.62,0,Mass,1.02,0,,,0,0,0,1,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204,0,,,,,,5300,0,0,0.94,0,0,0.9,0,0
158,HAT-P-28,b,Transit,1,3.257215,0,0.0434,0,0.051,0,88,0,0.626,0,Mass,1.212,0,0.44,0,0,0,0,0,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395,0,13.03,,0,0,V (Johnson),5680,0,0,1.02,0,0,1.1,0,0
159,HAT-P-29,b,Transit,1,5.723186,0,0.0667,0,0.095,0,87.1,0,0.778,0,Mass,1.107,0,0.71,0,0,0,0,0,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322,0,11.9,,0,0,V (Johnson),6087,0,0,1.21,0,0,1.22,0,0
160,HAT-P-3,b,Transit,1,2.899736,0,0.03866,0,0,0,87.07,0,0.591,0,Mass,0.827,0,1.29,0,0,0,0,0,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138,0,11.577,0.034,0,0,V (Johnson),5185,0,0,0.92,0,0,0.8,0,0
161,HAT-P-30,b,Transit,1,2.810595,0,0.0419,0,0.035,0,83.6,0,0.711,0,Mass,1.34,0,0.37,0,0,0,0,0,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193,0,10.419,,0,0,V (Johnson),6304,0,0,1.24,0,0,1.22,0,0
162,HAT-P-31,b,Transit,1,5.005425,0,0.055,0,0.245,0,87.1,0,2.171,0,Mass,1.07,0,2.18,0,0,0,0,0,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354,0,11.66,,0,0,V (Johnson),6065,0,,1.22,0,,1.36,0,
163,HAT-P-32,b,Transit,1,2.15000805,0,0.0343,0,0.0072,0,88.9,0,,,,1.789,0,,,0,0,0,0,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283,0,11.289,,0,0,V (Johnson),6269,0,0,,,0,1.22,0,0
164,HAT-P-33,b,Transit,1,3.474474,0,0.0499,0,0,0,87.2,0,0.762,0,Mass,1.686,0,0.2,0,0,0,0,0,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387,0,11.188,,0,0,V (Johnson),6446,0,,1.38,0,,1.64,0,
165,HAT-P-34,b,Transit,1,5.452654,0,0.0677,0,0.441,0,87.1,0,3.328,0,Mass,1.197,0,2.4,0,0,0,0,0,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257,0,,,,,,6442,0,,1.39,0,,1.53,0,
166,HAT-P-35,b,Transit,1,3.646706,0,0.0498,0,0.025,0,87.3,0,1.054,0,Mass,1.332,0,0.55,0,0,0,0,0,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,535,0,12.46,0.11,0,0,V (Johnson),6096,0,,1.24,0,,1.44,0,
167,HAT-P-36,b,Transit,1,1.327347,0,0.0238,0,0.063,0,86,0,1.832,0,Mass,1.264,0,1.12,0,0,0,0,0,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,317,0,12.262,0.068,0,0,V (Johnson),5560,0,,1.02,0,,1.1,0,
168,HAT-P-37,b,Transit,1,2.797436,0,0.0379,0,0.058,0,86.9,0,1.169,0,Mass,1.178,0,0.89,0,0,0,0,0,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411,0,13.23,0.32,0,0,V (Johnson),5500,0,,0.93,0,,0.88,0,
169,HAT-P-38,b,Transit,1,4.640382,0,0.0523,0,0.067,0,88.3,0,0.267,0,Mass,0.825,0,0.59,0,0,0,0,0,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249,0,12.557,0.094,0,0,V (Johnson),5330,0,,0.89,0,,0.92,0,
170,HAT-P-39,b,Transit,1,3.54387,0,0.0509,0,0,0,87,0,0.599,0,Mass,1.571,0,0.19,0,0,0,0,0,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642,0,12.422,,0,0,V (Johnson),6430,0,,1.4,0,,1.62,0,
171,HAT-P-4,b,Transit,1,3.056536,0,0.04438,0,0,0,89.91,0,0.671,0,Mass,1.274,0,0.403,0,0,0,0,0,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314,0,11.118,0.072,0,0,V (Johnson),5860,0,,1.26,0,,1.6,0,
172,HAT-P-40,b,Transit,1,4.457243,0,0.0608,0,0,0,88.3,0,0.615,0,Mass,1.73,0,0.15,0,0,0,0,0,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,501,0,11.699,,0,0,V (Johnson),6080,0,,1.51,0,,2.21,0,
173,HAT-P-41,b,Transit,1,2.694047,0,0.0426,0,0,0,87.7,0,0.8,0,Mass,1.685,0,0.2,0,0,0,0,0,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,344,0,,,,,,6390,0,,1.42,0,,1.68,0,
174,HAT-P-42,b,Transit,1,4.641878,0,0.0575,0,0,0,85.9,0,1.044,0,Mass,1.28,0,0.61,0,0,0,0,0,09h01m22.65s,135.344391,+06d05m50.0s,6.09723,447,0,12.168,0.03,0,0,V (Johnson),5743,0,0,1.18,0,0,1.53,0,0
175,HAT-P-43,b,Transit,1,3.332687,0,0.0443,0,0,0,88.7,0,0.662,0,Mass,1.281,0,0.39,0,0,0,0,0,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542,0,13.356,0.03,0,0,V (Johnson),5645,0,0,1.05,0,0,1.1,0,0
176,HAT-P-44,b,Transit,2,4.301219,0,0.0507,0,0.044,0,89.1,0,0.352,0,Mass,1.242,0,0.23,0,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,0,,,,,,5295,0,0,0.94,0,0,0.95,0,0
177,HAT-P-44,c,Radial Velocity,2,872.2,0,1.752,0,0.494,0,,,4,0,Msini,,,,,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,0,,,,,,5295,0,0,0.94,0,0,0.95,0,0
178,HAT-P-45,b,Transit,1,3.128992,0,0.0452,0,0.049,0,87.8,0,0.892,0,Mass,1.426,0,0.38,0,0,0,0,0,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305,0,,,,,,6330,0,0,1.26,0,0,1.32,0,0
179,HAT-P-46,b,Transit,1,4.463129,0,0.0577,0,0.123,0,85.5,0,0.493,0,Mass,1.284,0,0.28,0,0,0,0,0,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296,0,,,,,,6120,0,0,1.28,0,0,1.4,0,0
180,HAT-P-49,b,Transit,1,2.691548,0,0.0438,0,0,0,86.2,0,1.73,0,Mass,1.413,0,0.75,0,0,0,0,0,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,322,0,10.326,0.01,0,0,V (Johnson),6820,0,0,1.54,0,0,1.83,0,0
181,HAT-P-5,b,Transit,1,2.788491,0,0.04075,0,0,0,86.75,0,1.06,0,Mass,1.26,0,0.66,0,0,0,0,0,18h17m37.31s,274.405476,+36d37m17.1s,36.62141,340,0,12,,0,0,V (Johnson),5960,0,0,1.16,0,0,1.17,0,0
182,HAT-P-50,b,Transit,1,3.1220109,0,0.0453,0,0.115,1,83.65,0,1.35,0,Mass,1.288,0,0.78,0,0,0,0,0,07h52m15.22s,118.063411,+12d08m21.9s,12.13941,497,0,11.762,0.03,0,0,V (Johnson),6280,0,0,1.27,0,0,1.7,0,0
183,HAT-P-51,b,Transit,1,4.2180278,0,0.05069,0,0.123,1,88.48,0,0.309,0,Mass,1.293,0,0.178,0,0,0,0,0,01h24m15.65s,21.06519,+32d48m38.8s,32.810764,470,0,13.44,0.04,0,0,V (Johnson),5449,0,0,0.98,0,0,1.04,0,0
184,HAT-P-52,b,Transit,1,2.7535953,0,0.03694,0,0.047,1,87.02,0,0.818,0,Mass,1.009,0,0.98,0,0,0,0,0,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385,0,14.068,0.02,0,0,V (Johnson),5131,0,0,0.89,0,0,0.89,0,0
185,HAT-P-53,b,Transit,1,1.9616241,0,0.03159,0,0.134,1,86.2,0,1.484,0,Mass,1.318,0,0.8,0,0,0,0,0,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719,0,13.73,0.18,0,0,V (Johnson),5956,0,0,1.09,0,0,1.21,0,0
186,HAT-P-54,b,Transit,1,3.799847,0,0.04117,0,0.074,1,87.04,0,0.76,0,Mass,0.944,0,1.118,0,0,0,0,0,06h39m35.52s,99.898,+25d28m57.1s,25.48254,135.8,0,13.6,,0,0,Kepler-band,4390,0,0,0.65,0,0,0.62,0,0
187,HAT-P-55,b,Transit,1,3.5852467,0,0.04604,0,0.139,1,87.7,0,0.582,0,Mass,1.182,0,0.435,0,0,0,0,0,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480,0,13.207,0.039,0,0,V (Johnson),5808,0,0,1.01,0,0,1.01,0,0
188,HAT-P-56,b,Transit,1,2.7908327,0,0.0423,0,0.246,1,82.13,0,2.18,0,Mass,1.466,0,0.86,0,0,0,1,0,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,310.5,0,10.908,0.036,0,0,V (Johnson),6566,0,0,1.3,0,0,1.43,0,0
189,HAT-P-57,b,Transit,1,2.465295,0,0.0406,0,0,0,88.26,0,1.85,1,Mass,1.413,0,,,0,0,0,0,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,303,0,10.465,0.029,0,0,V (Johnson),7500,0,0,1.47,0,0,1.5,0,0
190,HAT-P-6,b,Transit,1,3.852985,0,0.05235,0,0,0,85.51,0,1.057,0,Mass,1.33,0,0.558,0,0,0,0,0,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261,0,10.44,0.036,0,0,V (Johnson),6570,0,0,1.29,0,0,1.46,0,0
191,HAT-P-7,b,Transit,1,2.2047354,0,0.0355,0,0,0,83.143,0,1.781,0,Mass,1.419,0,0.8,0,0,1,0,1,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,320,0,10.463,,0,0,Kepler-band,6350,0,0,1.47,0,0,1.84,0,0
